order_id,customer_id,locality_id,customer_segment,preferred_cuisine,order_date,order_time,restaurant_id,item_id,platform,order_status,customer_rating,item_price,discount_pct,discount_amount,food_amount,delivery_fee,order_value,year,month,month_name,day_of_week,day_name,is_weekend,order_hour,meal_period,item_name,ordered_cuisine,category,veg_flag,price_band
O024826,C01567,7,Family,North Indian,2025-04-27,13:53:00,R001,I0004,Zomato,Delivered,3.0,217,20,43.4,173.6,25,198.6,2025,4,April,6,Sunday,Yes,13,Lunch,Paneer Biryani,Biryani,Main Course,Veg,150-200
O024827,C02127,3,Young Professional,North Indian,2025-06-07,15:35:00,R007,I0048,Zomato,Delivered,3.0,209,15,31.35,177.65,30,207.65,2025,6,June,5,Saturday,Yes,15,Lunch,Kadhai Paneer,North Indian,Main Course,Veg,200-250
O024828,C00257,9,Student,Pizza,2025-01-19,08:54:00,R025,I0190,Zomato,Delivered,3.0,166,30,49.8,116.2,20,136.2,2025,1,January,6,Sunday,Yes,8,Breakfast,Veg Salad Bowl,Healthy,Healthy,Veg,100-150
O024829,C04966,3,Family,North Indian,2025-12-28,23:13:00,R139,I1075,Direct,Delivered,5.0,91,10,9.1,81.9,40,121.9,2025,12,December,6,Sunday,Yes,23,Dinner,Gulab Jamun,North Indian,Dessert,Veg,100-150
O024830,C02508,6,Family,Biryani,2025-07-05,17:01:00,R134,I1032,Swiggy,Delivered,3.0,196,5,9.8,186.2,30,216.2,2025,7,July,5,Saturday,Yes,17,Evening,Paneer Biryani,Biryani,Main Course,Veg,200-250
O024831,C00122,10,Young Professional,North Indian,2025-01-10,07:01:00,R066,I0506,Swiggy,Delivered,3.0,262,30,78.6,183.4,20,203.4,2025,1,January,4,Friday,No,7,Breakfast,Butter Chicken,North Indian,Main Course,Non-Veg,200-250
O024832,C02683,7,Student,Momos,2025-07-17,18:42:00,R029,I0229,Zomato,Delivered,5.0,208,20,41.6,166.4,30,196.4,2025,7,July,3,Thursday,No,18,Evening,Chilli Paneer,Chinese,Starter,Veg,150-200
O024833,C04350,5,Family,Pizza,2025-11-14,22:42:00,R025,I0195,Zomato,Delivered,5.0,181,30,54.3,126.7,35,161.7,2025,11,November,4,Friday,No,22,Dinner,Protein Smoothie,Healthy,Beverage,Veg,150-200
O024834,C03852,1,Young Professional,Burgers,2025-10-10,21:05:00,R042,I0331,Zomato,Delivered,5.0,168,10,16.8,151.2,35,186.2,2025,10,October,4,Friday,No,21,Dinner,Tandoori Momos,Momos,Main Course,Veg,150-200
O024835,C03480,8,Student,South Indian,2025-09-13,20:24:00,R131,I1012,Direct,Delivered,4.0,166,30,49.8,116.2,35,151.2,2025,9,September,5,Saturday,Yes,20,Dinner,Paneer Dosa,South Indian,Main Course,Veg,150-200
O024836,C00684,10,Family,Pizza,2025-02-21,11:02:00,R076,I0584,Swiggy,Delivered,2.0,148,40,59.2,88.8,20,108.8,2025,2,February,4,Friday,No,11,Breakfast,Cold Coffee,Cafe,Beverage,Veg,100-150
O024837,C03268,8,Family,Chinese,2025-08-29,19:22:00,R109,I0840,Swiggy,Delivered,5.0,94,10,9.4,84.6,30,114.6,2025,8,August,4,Friday,No,19,Dinner,Ice Cream,Desserts,Dessert,Veg,100-150
O024838,C03816,5,Working Professional,Chinese,2025-10-07,21:08:00,R074,I0575,Swiggy,Failed,,171,15,25.65,145.35,35,180.35,2025,10,October,1,Tuesday,No,21,Dinner,Manchurian,Chinese,Starter,Veg,150-200
O024839,C02838,3,Working Professional,Pizza,2025-07-28,18:30:00,R090,I0696,Swiggy,Delivered,4.0,162,40,64.8,97.2,30,127.2,2025,7,July,0,Monday,No,18,Evening,Veg Biryani,Biryani,Main Course,Veg,100-150
O024840,C04469,3,Student,Desserts,2025-11-22,22:27:00,R096,I0742,Swiggy,Delivered,5.0,201,25,50.25,150.75,35,185.75,2025,11,November,5,Saturday,Yes,22,Dinner,Protein Smoothie,Healthy,Beverage,Veg,150-200
O024841,C01358,4,Young Professional,Pizza,2025-04-12,13:24:00,R011,I0079,Zomato,Delivered,5.0,83,20,16.6,66.4,25,91.4,2025,4,April,5,Saturday,Yes,13,Lunch,Idli Sambar,South Indian,Main Course,Veg,Below 100
O024842,C01184,6,Family,Chinese,2025-03-30,12:34:00,R066,I0507,Zomato,Delivered,4.0,246,30,73.8,172.2,25,197.2,2025,3,March,6,Sunday,Yes,12,Lunch,Paneer Butter Masala,North Indian,Main Course,Veg,150-200
O024843,C04347,8,Student,Chinese,2025-11-14,22:00:00,R112,I0865,Swiggy,Delivered,4.0,188,20,37.6,150.4,35,185.4,2025,11,November,4,Friday,No,22,Dinner,Manchurian,Chinese,Starter,Veg,150-200
O024844,C03098,5,Working Professional,North Indian,2025-08-17,19:01:00,R059,I0459,Swiggy,Delivered,4.0,169,5,8.45,160.55,30,190.55,2025,8,August,6,Sunday,Yes,19,Dinner,Cheese Sandwich,Cafe,Snack,Veg,150-200
O024845,C00008,7,Family,Chinese,2025-01-01,07:14:00,R066,I0506,Zomato,Delivered,4.0,262,30,78.6,183.4,20,203.4,2025,1,January,2,Wednesday,No,7,Breakfast,Butter Chicken,North Indian,Main Course,Non-Veg,200-250
O024846,C01735,2,Student,Desserts,2025-05-09,14:42:00,R068,I0525,Swiggy,Delivered,4.0,150,15,22.5,127.5,25,152.5,2025,5,May,4,Friday,No,14,Lunch,Paneer Momos,Momos,Main Course,Veg,150-200
O024847,C04290,1,Young Professional,Pizza,2025-11-09,21:39:00,R063,I0490,Zomato,Delivered,5.0,169,5,8.45,160.55,35,195.55,2025,11,November,6,Sunday,Yes,21,Dinner,Tandoori Momos,Momos,Main Course,Veg,150-200
O024848,C00139,6,Student,Pizza,2025-01-11,08:15:00,R064,I0492,Swiggy,Delivered,4.0,240,0,0.0,240.0,20,260.0,2025,1,January,5,Saturday,Yes,8,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,250-300
O024849,C00016,5,Young Professional,Biryani,2025-01-02,07:22:00,R021,I0155,Zomato,Delivered,4.0,214,20,42.8,171.2,20,191.2,2025,1,January,3,Thursday,No,7,Breakfast,Chicken Biryani,Biryani,Main Course,Non-Veg,150-200
O024850,C01377,5,Student,Pizza,2025-04-13,13:48:00,R139,I1068,Direct,Delivered,5.0,182,10,18.2,163.8,25,188.8,2025,4,April,6,Sunday,Yes,13,Lunch,Dal Makhani,North Indian,Main Course,Veg,150-200
O024851,C04574,7,Working Professional,South Indian,2025-11-30,22:34:00,R003,I0022,Zomato,Delivered,5.0,78,10,7.8,70.2,40,110.2,2025,11,November,6,Sunday,Yes,22,Dinner,Filter Coffee,South Indian,Beverage,Veg,100-150
O024852,C04516,10,Young Professional,Momos,2025-11-25,22:07:00,R070,I0544,Swiggy,Delivered,2.0,133,15,19.95,113.05,40,153.05,2025,11,November,1,Tuesday,No,22,Dinner,Oats Bowl,Healthy,Breakfast,Veg,150-200
O024853,C02564,10,Working Professional,South Indian,2025-07-09,17:06:00,R043,I0336,Zomato,Delivered,3.0,258,10,25.8,232.2,30,262.2,2025,7,July,2,Wednesday,No,17,Evening,Grilled Chicken Bowl,Healthy,Healthy,Non-Veg,250-300
O024854,C02747,4,Young Professional,Biryani,2025-07-21,18:20:00,R009,I0065,Zomato,Delivered,4.0,153,5,7.65,145.35,30,175.35,2025,7,July,0,Monday,No,18,Evening,Veg Sandwich,Cafe,Snack,Veg,150-200
O024855,C01633,8,Family,North Indian,2025-05-02,13:34:00,R089,I0687,Swiggy,Delivered,4.0,149,25,37.25,111.75,25,136.75,2025,5,May,4,Friday,No,13,Lunch,Chocolate Cake,Desserts,Dessert,Veg,100-150
O024856,C01192,2,Working Professional,Chinese,2025-03-30,12:38:00,R144,I1109,Direct,Delivered,4.0,297,40,118.8,178.2,25,203.2,2025,3,March,6,Sunday,Yes,12,Lunch,Mutton Biryani,Biryani,Main Course,Non-Veg,200-250
O024857,C04068,10,Student,Desserts,2025-10-25,21:36:00,R109,I0842,Swiggy,Delivered,5.0,133,10,13.3,119.7,35,154.7,2025,10,October,5,Saturday,Yes,21,Dinner,Rasmalai,Desserts,Dessert,Veg,150-200
O024858,C00513,7,Student,Cafe,2025-02-08,10:32:00,R038,I0297,Zomato,Delivered,3.0,136,10,13.6,122.4,20,142.4,2025,2,February,5,Saturday,Yes,10,Breakfast,Cold Coffee,Cafe,Beverage,Veg,100-150
O024859,C02413,6,Family,Healthy,2025-06-27,17:36:00,R069,I0533,Swiggy,Delivered,4.0,212,10,21.2,190.8,30,220.8,2025,6,June,4,Friday,No,17,Evening,Chicken Fried Rice,Chinese,Main Course,Non-Veg,200-250
O024860,C03144,3,Family,North Indian,2025-08-20,19:34:00,R007,I0050,Zomato,Delivered,4.0,219,15,32.85,186.15,30,216.15,2025,8,August,2,Wednesday,No,19,Dinner,Paneer Tikka,North Indian,Starter,Veg,200-250
O024861,C00502,1,Young Professional,Burgers,2025-02-07,10:17:00,R082,I0630,Swiggy,Delivered,4.0,243,15,36.45,206.55,20,226.55,2025,2,February,4,Friday,No,10,Breakfast,Paneer Butter Masala,North Indian,Main Course,Veg,200-250
O024862,C02570,10,Student,Biryani,2025-07-09,17:18:00,R021,I0159,Zomato,Delivered,3.0,148,20,29.6,118.4,30,148.4,2025,7,July,2,Wednesday,No,17,Evening,Veg Biryani,Biryani,Main Course,Veg,100-150
O024863,C02863,4,Working Professional,Biryani,2025-07-30,18:09:00,R126,I0971,Swiggy,Delivered,4.0,228,0,0.0,228.0,30,258.0,2025,7,July,2,Wednesday,No,18,Evening,Chicken Tikka,North Indian,Starter,Non-Veg,250-300
O024864,C03699,9,Working Professional,Momos,2025-09-28,20:03:00,R018,I0138,Zomato,Delivered,4.0,156,30,46.8,109.2,35,144.2,2025,9,September,6,Sunday,Yes,20,Dinner,Garlic Bread,Pizza,Side,Veg,100-150
O024865,C01151,4,Family,North Indian,2025-03-27,12:29:00,R002,I0010,Zomato,Delivered,3.0,159,20,31.8,127.2,25,152.2,2025,3,March,3,Thursday,No,12,Lunch,Chicken Momos,Momos,Main Course,Non-Veg,150-200
O024866,C01439,5,Student,Cafe,2025-04-18,13:44:00,R120,I0924,Swiggy,Delivered,5.0,164,20,32.8,131.2,25,156.2,2025,4,April,4,Friday,No,13,Lunch,Paneer Burger,Burgers,Main Course,Veg,150-200
O024867,C02822,4,Working Professional,South Indian,2025-07-27,18:32:00,R137,I1056,Direct,Delivered,5.0,229,40,91.6,137.4,30,167.4,2025,7,July,6,Sunday,Yes,18,Evening,Chilli Chicken,Chinese,Starter,Non-Veg,150-200
O024868,C04918,6,Young Professional,Burgers,2025-12-25,23:03:00,R018,I0139,Zomato,Cancelled,,411,30,123.3,287.7,40,327.7,2025,12,December,3,Thursday,No,23,Dinner,Cheese Burst Pizza,Pizza,Main Course,Veg,300+
O024869,C01074,6,Family,Chinese,2025-03-21,12:08:00,R042,I0328,Zomato,Delivered,4.0,150,10,15.0,135.0,25,160.0,2025,3,March,4,Friday,No,12,Lunch,Paneer Momos,Momos,Main Course,Veg,150-200
O024870,C04930,9,Working Professional,Pizza,2025-12-26,23:16:00,R111,I0858,Swiggy,Delivered,5.0,144,30,43.2,100.8,40,140.8,2025,12,December,4,Friday,No,23,Dinner,Spring Rolls,Chinese,Starter,Veg,100-150
O024871,C03545,10,Family,Desserts,2025-09-18,20:42:00,R080,I0620,Swiggy,Delivered,4.0,163,5,8.15,154.85,35,189.85,2025,9,September,3,Thursday,No,20,Dinner,Chocolate Mousse,Desserts,Dessert,Veg,150-200
O024872,C04124,5,Young Professional,Chinese,2025-10-29,21:38:00,R138,I1065,Direct,Delivered,4.0,124,10,12.4,111.6,35,146.6,2025,10,October,2,Wednesday,No,21,Dinner,Peri Peri Fries,Burgers,Side,Veg,100-150
O024873,C00442,2,Working Professional,Chinese,2025-02-02,09:23:00,R047,I0364,Zomato,Delivered,4.0,133,25,33.25,99.75,20,119.75,2025,2,February,6,Sunday,Yes,9,Breakfast,Veg Burger,Burgers,Main Course,Veg,100-150
O024874,C01469,10,Working Professional,North Indian,2025-04-20,13:56:00,R001,I0003,Zomato,Delivered,5.0,165,20,33.0,132.0,25,157.0,2025,4,April,6,Sunday,Yes,13,Lunch,Egg Biryani,Biryani,Main Course,Non-Veg,150-200
O024875,C00278,3,Working Professional,Pizza,2025-01-22,08:38:00,R007,I0044,Zomato,Delivered,3.0,273,15,40.95,232.05,20,252.05,2025,1,January,2,Wednesday,No,8,Breakfast,Butter Chicken,North Indian,Main Course,Non-Veg,250-300
O024876,C01832,8,Working Professional,Pizza,2025-05-16,14:12:00,R071,I0548,Swiggy,Delivered,3.0,164,15,24.6,139.4,25,164.4,2025,5,May,4,Friday,No,14,Lunch,Chole Bhature,North Indian,Main Course,Veg,150-200
O024877,C04910,1,Family,Cafe,2025-12-25,23:56:00,R105,I0812,Swiggy,Failed,,411,0,0.0,411.0,40,451.0,2025,12,December,3,Thursday,No,23,Dinner,Cheese Burst Pizza,Pizza,Main Course,Veg,300+
O024878,C00509,4,Student,Burgers,2025-02-08,10:25:00,R126,I0967,Swiggy,Delivered,3.0,210,0,0.0,210.0,20,230.0,2025,2,February,5,Saturday,Yes,10,Breakfast,Paneer Butter Masala,North Indian,Main Course,Veg,200-250
O024879,C02791,1,Young Professional,Burgers,2025-07-25,18:18:00,R138,I1062,Direct,Delivered,5.0,200,10,20.0,180.0,30,210.0,2025,7,July,4,Friday,No,18,Evening,Cheese Burger,Burgers,Main Course,Veg,200-250
O024880,C00034,3,Student,Momos,2025-01-03,07:16:00,R034,I0264,Zomato,Delivered,3.0,305,5,15.25,289.75,20,309.75,2025,1,January,4,Friday,No,7,Breakfast,Butter Chicken,North Indian,Main Course,Non-Veg,300+
O024881,C03534,10,Working Professional,North Indian,2025-09-18,20:49:00,R100,I0775,Swiggy,Delivered,5.0,71,25,17.75,53.25,35,88.25,2025,9,September,3,Thursday,No,20,Dinner,Garlic Naan,North Indian,Bread,Veg,Below 100
O024882,C00978,8,Family,Desserts,2025-03-14,12:29:00,R108,I0829,Swiggy,Delivered,4.0,358,30,107.4,250.6,25,275.6,2025,3,March,4,Friday,No,12,Lunch,Mutton Biryani,Biryani,Main Course,Non-Veg,250-300
O024883,C00631,3,Family,Pizza,2025-02-16,10:25:00,R115,I0883,Swiggy,Delivered,4.0,159,20,31.8,127.2,20,147.2,2025,2,February,6,Sunday,Yes,10,Breakfast,Brownie,Desserts,Dessert,Veg,100-150
O024884,C01657,6,Student,Burgers,2025-05-03,14:12:00,R056,I0434,Zomato,Delivered,5.0,341,25,85.25,255.75,25,280.75,2025,5,May,5,Saturday,Yes,14,Lunch,Paneer Pizza,Pizza,Main Course,Veg,250-300
O024885,C03844,8,Student,Chinese,2025-10-09,21:48:00,R083,I0645,Swiggy,Delivered,4.0,158,30,47.4,110.6,35,145.6,2025,10,October,3,Thursday,No,21,Dinner,Manchurian,Chinese,Starter,Veg,100-150
O024886,C00514,4,Working Professional,Chinese,2025-02-08,10:17:00,R074,I0569,Swiggy,Delivered,4.0,183,15,27.45,155.55,20,175.55,2025,2,February,5,Saturday,Yes,10,Breakfast,Veg Hakka Noodles,Chinese,Main Course,Veg,150-200
O024887,C01127,2,Student,Momos,2025-03-25,12:56:00,R063,I0486,Swiggy,Delivered,4.0,167,5,8.35,158.65,25,183.65,2025,3,March,1,Tuesday,No,12,Lunch,Chicken Momos,Momos,Main Course,Non-Veg,150-200
O024888,C00045,10,Young Professional,Chinese,2025-01-04,07:20:00,R049,I0378,Zomato,Delivered,4.0,173,40,69.2,103.8,20,123.8,2025,1,January,5,Saturday,Yes,7,Breakfast,Veg Hakka Noodles,Chinese,Main Course,Veg,100-150
O024889,C04842,3,Family,South Indian,2025-12-20,23:51:00,R107,I0827,Swiggy,Delivered,5.0,136,25,34.0,102.0,40,142.0,2025,12,December,5,Saturday,Yes,23,Dinner,Rasmalai,Desserts,Dessert,Veg,100-150
O024890,C02936,8,Student,Burgers,2025-08-04,19:33:00,R089,I0689,Swiggy,Delivered,5.0,111,25,27.75,83.25,30,113.25,2025,8,August,0,Monday,No,19,Dinner,Ice Cream,Desserts,Dessert,Veg,100-150
O024891,C03575,9,Family,Chinese,2025-09-20,20:50:00,R037,I0294,Zomato,Delivered,4.0,251,10,25.1,225.9,35,260.9,2025,9,September,5,Saturday,Yes,20,Dinner,Double Chicken Burger,Burgers,Main Course,Non-Veg,250-300
O024892,C03233,2,Working Professional,Momos,2025-08-26,19:46:00,R052,I0405,Zomato,Delivered,4.0,219,40,87.6,131.4,30,161.4,2025,8,August,1,Tuesday,No,19,Dinner,Chicken Tikka,North Indian,Starter,Non-Veg,150-200
O024893,C00711,9,Young Professional,Chinese,2025-02-22,11:08:00,R074,I0569,Zomato,Delivered,4.0,183,15,27.45,155.55,20,175.55,2025,2,February,5,Saturday,Yes,11,Breakfast,Veg Hakka Noodles,Chinese,Main Course,Veg,150-200
O024894,C02950,1,Student,South Indian,2025-08-06,19:29:00,R113,I0871,Swiggy,Delivered,5.0,140,30,42.0,98.0,30,128.0,2025,8,August,2,Wednesday,No,19,Dinner,Paneer Dosa,South Indian,Main Course,Veg,100-150
O024895,C00641,1,Student,Burgers,2025-02-17,10:28:00,R102,I0785,Swiggy,Delivered,5.0,253,25,63.25,189.75,20,209.75,2025,2,February,0,Monday,No,10,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,200-250
O024896,C01982,2,Young Professional,Pizza,2025-05-27,14:28:00,R057,I0441,Swiggy,Delivered,3.0,304,10,30.4,273.6,30,303.6,2025,5,May,1,Tuesday,No,14,Lunch,Paneer Pizza,Pizza,Main Course,Veg,300+
O024897,C02820,1,Working Professional,Healthy,2025-07-27,18:45:00,R096,I0741,Swiggy,Delivered,4.0,169,25,42.25,126.75,30,156.75,2025,7,July,6,Sunday,Yes,18,Evening,Fruit Bowl,Healthy,Healthy,Veg,150-200
O024898,C02777,2,Family,Chinese,2025-07-24,18:18:00,R035,I0278,Zomato,Delivered,4.0,163,10,16.3,146.7,30,176.7,2025,7,July,3,Thursday,No,18,Evening,Veg Biryani,Biryani,Main Course,Veg,150-200
O024899,C00571,2,Young Professional,Burgers,2025-02-13,10:07:00,R037,I0290,Zomato,Delivered,5.0,125,10,12.5,112.5,20,132.5,2025,2,February,3,Thursday,No,10,Breakfast,Veg Burger,Burgers,Main Course,Veg,100-150
O024900,C00177,1,Student,Chinese,2025-01-13,08:43:00,R049,I0378,Zomato,Delivered,4.0,173,40,69.2,103.8,20,123.8,2025,1,January,0,Monday,No,8,Breakfast,Veg Hakka Noodles,Chinese,Main Course,Veg,100-150
O024901,C03982,1,Student,Burgers,2025-10-19,21:16:00,R008,I0060,Zomato,Delivered,3.0,66,25,16.5,49.5,35,84.5,2025,10,October,6,Sunday,Yes,21,Dinner,Raita,Biryani,Side,Veg,Below 100
O024902,C03609,10,Young Professional,Chinese,2025-09-22,20:11:00,R100,I0775,Swiggy,Delivered,3.0,71,25,17.75,53.25,35,88.25,2025,9,September,0,Monday,No,20,Dinner,Garlic Naan,North Indian,Bread,Veg,Below 100
O024903,C00402,1,Young Professional,Cafe,2025-01-31,09:14:00,R146,I1126,Direct,Delivered,4.0,293,30,87.9,205.1,20,225.1,2025,1,January,4,Friday,No,9,Breakfast,Butter Chicken,North Indian,Main Course,Non-Veg,200-250
O024904,C00616,8,Student,Chinese,2025-02-16,10:04:00,R050,I0386,Zomato,Delivered,4.0,122,25,30.5,91.5,20,111.5,2025,2,February,6,Sunday,Yes,10,Breakfast,Masala Dosa,South Indian,Main Course,Veg,100-150
O024905,C04469,3,Student,Desserts,2025-11-22,22:33:00,R133,I1028,Direct,Delivered,5.0,68,10,6.8,61.2,35,96.2,2025,11,November,5,Saturday,Yes,22,Dinner,Filter Coffee,South Indian,Beverage,Veg,Below 100
O024906,C03835,4,Young Professional,Momos,2025-10-08,21:51:00,R074,I0575,Swiggy,Delivered,4.0,171,15,25.65,145.35,35,180.35,2025,10,October,2,Wednesday,No,21,Dinner,Manchurian,Chinese,Starter,Veg,150-200
O024907,C04983,1,Student,Chinese,2025-12-30,23:49:00,R047,I0370,Zomato,Delivered,5.0,126,25,31.5,94.5,40,134.5,2025,12,December,1,Tuesday,No,23,Dinner,Peri Peri Fries,Burgers,Side,Veg,100-150
O024908,C01241,6,Family,Burgers,2025-04-03,13:02:00,R003,I0018,Zomato,Delivered,5.0,88,10,8.8,79.2,25,104.2,2025,4,April,3,Thursday,No,13,Lunch,Idli Sambar,South Indian,Main Course,Veg,100-150
O024909,C02416,5,Student,South Indian,2025-06-28,17:04:00,R113,I0869,Swiggy,Delivered,4.0,99,30,29.7,69.3,30,99.3,2025,6,June,5,Saturday,Yes,17,Evening,Idli Sambar,South Indian,Main Course,Veg,Below 100
O024910,C01158,5,Student,Burgers,2025-03-28,12:33:00,R113,I0868,Swiggy,Delivered,5.0,97,30,29.1,67.9,25,92.9,2025,3,March,4,Friday,No,12,Lunch,Plain Dosa,South Indian,Main Course,Veg,Below 100
O024911,C03085,9,Working Professional,Biryani,2025-08-16,19:08:00,R037,I0294,Zomato,Delivered,5.0,251,10,25.1,225.9,30,255.9,2025,8,August,5,Saturday,Yes,19,Dinner,Double Chicken Burger,Burgers,Main Course,Non-Veg,250-300
O024912,C00552,3,Working Professional,Chinese,2025-02-12,10:23:00,R055,I0424,Zomato,Delivered,2.0,242,5,12.1,229.9,20,249.9,2025,2,February,2,Wednesday,No,10,Breakfast,Chicken Biryani,Biryani,Main Course,Non-Veg,200-250
O024913,C00616,8,Student,Chinese,2025-02-16,10:04:00,R124,I0952,Swiggy,Delivered,4.0,159,30,47.7,111.3,20,131.3,2025,2,February,6,Sunday,Yes,10,Breakfast,Chicken Momos,Momos,Main Course,Non-Veg,100-150
O024914,C00356,6,Student,South Indian,2025-01-26,09:26:00,R024,I0181,Zomato,Delivered,5.0,212,40,84.8,127.2,20,147.2,2025,1,January,6,Sunday,Yes,9,Breakfast,Paneer Butter Masala,North Indian,Main Course,Veg,100-150
O024915,C03444,1,Family,North Indian,2025-09-11,20:48:00,R129,I0998,Swiggy,Delivered,4.0,149,25,37.25,111.75,30,141.75,2025,9,September,3,Thursday,No,20,Dinner,Paneer Dosa,South Indian,Main Course,Veg,100-150
O024916,C02446,7,Family,North Indian,2025-06-30,17:52:00,R024,I0185,Zomato,Delivered,4.0,256,40,102.4,153.6,30,183.6,2025,6,June,0,Monday,No,17,Evening,Chicken Tikka,North Indian,Starter,Non-Veg,150-200
O024917,C03063,2,Working Professional,Healthy,2025-08-14,19:19:00,R064,I0496,Swiggy,Delivered,3.0,351,0,0.0,351.0,30,381.0,2025,8,August,3,Thursday,No,19,Dinner,Pepperoni Pizza,Pizza,Main Course,Non-Veg,300+
O024918,C04399,7,Working Professional,Pizza,2025-11-17,22:46:00,R081,I0627,Swiggy,Delivered,4.0,155,0,0.0,155.0,35,190.0,2025,11,November,0,Monday,No,22,Dinner,Garlic Bread,Pizza,Side,Veg,150-200
O024919,C03687,3,Family,Pizza,2025-09-28,20:44:00,R064,I0497,Swiggy,Delivered,2.0,154,0,0.0,154.0,35,189.0,2025,9,September,6,Sunday,Yes,20,Dinner,Garlic Bread,Pizza,Side,Veg,150-200
O024920,C02275,3,Family,Chinese,2025-06-18,16:40:00,R049,I0381,Zomato,Delivered,3.0,200,40,80.0,120.0,30,150.0,2025,6,June,2,Wednesday,No,16,Evening,Chicken Fried Rice,Chinese,Main Course,Non-Veg,100-150
O024921,C04923,10,Student,Momos,2025-12-26,23:01:00,R045,I0356,Zomato,Delivered,4.0,77,15,11.55,65.45,40,105.45,2025,12,December,4,Friday,No,23,Dinner,Filter Coffee,South Indian,Beverage,Veg,100-150
O024922,C02248,1,Working Professional,North Indian,2025-06-16,16:22:00,R111,I0854,Swiggy,Delivered,5.0,213,30,63.9,149.1,30,179.1,2025,6,June,0,Monday,No,16,Evening,Chicken Fried Rice,Chinese,Main Course,Non-Veg,150-200
O024923,C00538,10,Working Professional,Chinese,2025-02-10,10:33:00,R047,I0365,Zomato,Delivered,3.0,158,25,39.5,118.5,20,138.5,2025,2,February,0,Monday,No,10,Breakfast,Paneer Burger,Burgers,Main Course,Veg,100-150
O024924,C04967,2,Young Professional,Chinese,2025-12-28,23:28:00,R074,I0576,Swiggy,Delivered,4.0,139,15,20.85,118.15,40,158.15,2025,12,December,6,Sunday,Yes,23,Dinner,Spring Rolls,Chinese,Starter,Veg,150-200
O024925,C00117,10,Young Professional,Desserts,2025-01-09,07:42:00,R121,I0930,Swiggy,Delivered,5.0,241,5,12.05,228.95,20,248.95,2025,1,January,3,Thursday,No,7,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,200-250
O024926,C02732,5,Young Professional,Pizza,2025-07-20,18:59:00,R116,I0892,Swiggy,Delivered,5.0,374,0,0.0,374.0,30,404.0,2025,7,July,6,Sunday,Yes,18,Evening,Chicken Pizza,Pizza,Main Course,Non-Veg,300+
O024927,C01515,8,Working Professional,Healthy,2025-04-23,13:34:00,R018,I0135,Zomato,Delivered,3.0,326,30,97.8,228.2,25,253.2,2025,4,April,2,Wednesday,No,13,Lunch,Paneer Pizza,Pizza,Main Course,Veg,250-300
O024928,C02489,1,Student,Burgers,2025-07-03,17:29:00,R100,I0773,Swiggy,Delivered,5.0,275,25,68.75,206.25,30,236.25,2025,7,July,3,Thursday,No,17,Evening,Chicken Tikka,North Indian,Starter,Non-Veg,200-250
O024929,C02776,3,Student,Pizza,2025-07-23,18:02:00,R090,I0696,Swiggy,Cancelled,,162,40,64.8,97.2,30,127.2,2025,7,July,2,Wednesday,No,18,Evening,Veg Biryani,Biryani,Main Course,Veg,100-150
O024930,C01176,1,Working Professional,Pizza,2025-03-29,12:09:00,R052,I0402,Zomato,Cancelled,,165,40,66.0,99.0,25,124.0,2025,3,March,5,Saturday,Yes,12,Lunch,Dal Makhani,North Indian,Main Course,Veg,100-150
O024931,C02766,5,Student,South Indian,2025-07-23,18:55:00,R066,I0511,Zomato,Cancelled,,239,30,71.7,167.3,30,197.3,2025,7,July,2,Wednesday,No,18,Evening,Chicken Tikka,North Indian,Starter,Non-Veg,150-200
O024932,C03764,2,Student,Chinese,2025-10-04,20:33:00,R037,I0295,Zomato,Delivered,4.0,117,10,11.7,105.3,35,140.3,2025,10,October,5,Saturday,Yes,20,Dinner,French Fries,Burgers,Side,Veg,100-150
O024933,C01310,3,Student,Biryani,2025-04-08,13:00:00,R090,I0694,Swiggy,Delivered,3.0,202,40,80.8,121.2,25,146.2,2025,4,April,1,Tuesday,No,13,Lunch,Egg Biryani,Biryani,Main Course,Non-Veg,100-150
O024934,C01888,5,Working Professional,North Indian,2025-05-20,14:05:00,R113,I0869,Swiggy,Delivered,5.0,99,30,29.7,69.3,25,94.3,2025,5,May,1,Tuesday,No,14,Lunch,Idli Sambar,South Indian,Main Course,Veg,Below 100
O024935,C01318,2,Student,Momos,2025-04-08,13:05:00,R114,I0876,Swiggy,Delivered,4.0,202,0,0.0,202.0,25,227.0,2025,4,April,1,Tuesday,No,13,Lunch,Egg Biryani,Biryani,Main Course,Non-Veg,200-250
O024936,C04096,3,Working Professional,Healthy,2025-10-27,21:42:00,R108,I0834,Swiggy,Delivered,3.0,66,30,19.8,46.2,35,81.2,2025,10,October,0,Monday,No,21,Dinner,Raita,Biryani,Side,Veg,Below 100
O024937,C03603,1,Working Professional,Burgers,2025-09-22,20:15:00,R078,I0605,Swiggy,Delivered,3.0,186,40,74.4,111.6,35,146.6,2025,9,September,0,Monday,No,20,Dinner,Tandoori Momos,Momos,Main Course,Veg,100-150
O024938,C04354,9,Young Professional,Momos,2025-11-15,22:00:00,R146,I1134,Direct,Delivered,3.0,139,30,41.7,97.3,35,132.3,2025,11,November,5,Saturday,Yes,22,Dinner,Jeera Rice,North Indian,Rice,Veg,100-150
