customer_id,locality_id,customer_segment,age_group,preferred_cuisine,order_frequency,order_weight,order_probability
C04256,10,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C04257,7,Student,46-55,Burgers,Frequent,4,0.0004464285714285714
C04258,5,Young Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C04259,4,Student,46-55,Momos,Occasional,1,0.00011160714285714285
C04260,7,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C04261,7,Student,46-55,Cafe,Occasional,1,0.00011160714285714285
C04262,6,Working Professional,18-25,Pizza,Frequent,4,0.0004464285714285714
C04263,8,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04264,4,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C04265,10,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C04266,5,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C04267,4,Student,18-25,Momos,Regular,2,0.0002232142857142857
C04268,1,Working Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C04269,8,Working Professional,36-45,Chinese,Regular,2,0.0002232142857142857
C04270,1,Family,18-25,Chinese,Frequent,4,0.0004464285714285714
C04271,5,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C04272,6,Young Professional,56+,Burgers,Frequent,4,0.0004464285714285714
C04273,6,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C04274,5,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C04275,3,Working Professional,56+,Biryani,Regular,2,0.0002232142857142857
C04276,5,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C04277,8,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C04278,2,Family,46-55,Biryani,Occasional,1,0.00011160714285714285
C04279,6,Student,46-55,Healthy,Occasional,1,0.00011160714285714285
C04280,9,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C04281,8,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04282,8,Family,46-55,Pizza,Regular,2,0.0002232142857142857
C04283,8,Student,18-25,South Indian,Occasional,1,0.00011160714285714285
C04284,7,Student,26-35,South Indian,Occasional,1,0.00011160714285714285
C04285,8,Student,26-35,Momos,Regular,2,0.0002232142857142857
C04286,6,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C04287,2,Young Professional,36-45,Burgers,Frequent,4,0.0004464285714285714
C04288,2,Family,36-45,Pizza,Regular,2,0.0002232142857142857
C04289,8,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C04290,1,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C04291,6,Family,26-35,Desserts,Regular,2,0.0002232142857142857
C04292,6,Young Professional,36-45,Cafe,Occasional,1,0.00011160714285714285
C04293,4,Working Professional,26-35,Desserts,Regular,2,0.0002232142857142857
C04294,10,Working Professional,46-55,Biryani,Frequent,4,0.0004464285714285714
C04295,3,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C04296,3,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C04297,1,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C04298,3,Young Professional,36-45,Healthy,Occasional,1,0.00011160714285714285
C04299,4,Young Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C04300,5,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04301,3,Family,46-55,North Indian,Occasional,1,0.00011160714285714285
C04302,6,Student,26-35,Pizza,Frequent,4,0.0004464285714285714
C04303,5,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C04304,3,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C04305,6,Working Professional,36-45,Cafe,Regular,2,0.0002232142857142857
C04306,6,Student,46-55,Healthy,Occasional,1,0.00011160714285714285
C04307,8,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04308,2,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04309,1,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C04310,4,Young Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C04311,7,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C04312,10,Family,18-25,North Indian,Frequent,4,0.0004464285714285714
C04313,3,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C04314,3,Young Professional,36-45,Momos,Frequent,4,0.0004464285714285714
C04315,5,Family,36-45,North Indian,Frequent,4,0.0004464285714285714
C04316,5,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C04317,10,Young Professional,18-25,Desserts,Regular,2,0.0002232142857142857
C04318,3,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C04319,9,Working Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C04320,4,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C04321,3,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C04322,2,Student,36-45,Burgers,Frequent,4,0.0004464285714285714
C04323,10,Student,36-45,South Indian,Regular,2,0.0002232142857142857
C04324,9,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C04325,4,Working Professional,36-45,Chinese,Regular,2,0.0002232142857142857
C04326,3,Working Professional,46-55,Desserts,Frequent,4,0.0004464285714285714
C04327,7,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C04328,8,Student,26-35,Momos,Frequent,4,0.0004464285714285714
C04329,2,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C04330,7,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C04331,5,Working Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C04332,5,Young Professional,46-55,North Indian,Occasional,1,0.00011160714285714285
C04333,3,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C04334,5,Student,36-45,Burgers,Regular,2,0.0002232142857142857
C04335,2,Working Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C04336,4,Student,18-25,North Indian,Occasional,1,0.00011160714285714285
C04337,6,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C04338,1,Working Professional,46-55,Biryani,Frequent,4,0.0004464285714285714
C04339,10,Student,46-55,Biryani,Occasional,1,0.00011160714285714285
C04340,4,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C04341,6,Working Professional,46-55,Healthy,Occasional,1,0.00011160714285714285
C04342,9,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C04343,2,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C04344,7,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C04345,6,Student,18-25,Pizza,Regular,2,0.0002232142857142857
C04346,2,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C04347,8,Student,56+,Chinese,Regular,2,0.0002232142857142857
C04348,7,Young Professional,36-45,Chinese,Regular,2,0.0002232142857142857
C04349,5,Student,26-35,Cafe,Regular,2,0.0002232142857142857
C04350,5,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C04351,7,Young Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04352,9,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C04353,9,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C04354,9,Young Professional,26-35,Momos,Frequent,4,0.0004464285714285714
C04355,6,Young Professional,46-55,Burgers,Regular,2,0.0002232142857142857
C04356,10,Working Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C04357,6,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C04358,3,Young Professional,18-25,Burgers,Regular,2,0.0002232142857142857
C04359,1,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C04360,7,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C04361,4,Working Professional,36-45,South Indian,Occasional,1,0.00011160714285714285
C04362,1,Working Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C04363,8,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C04364,6,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04365,6,Working Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C04366,2,Student,46-55,Pizza,Regular,2,0.0002232142857142857
C04367,1,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C04368,2,Family,46-55,Burgers,Occasional,1,0.00011160714285714285
C04369,4,Family,36-45,Momos,Occasional,1,0.00011160714285714285
C04370,2,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C04371,1,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C04372,7,Working Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C04373,8,Student,26-35,Healthy,Occasional,1,0.00011160714285714285
C04374,6,Working Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C04375,4,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C04376,6,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C04377,3,Working Professional,46-55,Burgers,Occasional,1,0.00011160714285714285
C04378,8,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04379,10,Student,36-45,Cafe,Occasional,1,0.00011160714285714285
C04380,2,Student,18-25,Cafe,Regular,2,0.0002232142857142857
C04381,5,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C04382,1,Student,46-55,North Indian,Occasional,1,0.00011160714285714285
C04383,6,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C04384,2,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C04385,4,Working Professional,36-45,South Indian,Frequent,4,0.0004464285714285714
C04386,6,Student,18-25,Momos,Regular,2,0.0002232142857142857
C04387,10,Young Professional,26-35,Biryani,Frequent,4,0.0004464285714285714
C04388,8,Working Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C04389,8,Family,46-55,Biryani,Occasional,1,0.00011160714285714285
C04390,6,Family,46-55,North Indian,Occasional,1,0.00011160714285714285
C04391,4,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C04392,8,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C04393,8,Young Professional,36-45,Pizza,Regular,2,0.0002232142857142857
C04394,10,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C04395,1,Young Professional,26-35,South Indian,Frequent,4,0.0004464285714285714
C04396,4,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C04397,4,Student,46-55,Biryani,Occasional,1,0.00011160714285714285
C04398,7,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C04399,7,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C04400,8,Working Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C04401,5,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C04402,7,Young Professional,36-45,North Indian,Regular,2,0.0002232142857142857
C04403,8,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C04404,9,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C04405,3,Young Professional,26-35,Biryani,Frequent,4,0.0004464285714285714
C04406,3,Young Professional,36-45,Momos,Regular,2,0.0002232142857142857
C04407,4,Working Professional,26-35,Momos,Frequent,4,0.0004464285714285714
C04408,5,Young Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C04409,10,Young Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C04410,1,Working Professional,36-45,South Indian,Regular,2,0.0002232142857142857
C04411,7,Student,46-55,Pizza,Occasional,1,0.00011160714285714285
C04412,9,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C04413,8,Working Professional,56+,Healthy,Regular,2,0.0002232142857142857
C04414,5,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04415,4,Young Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C04416,7,Family,36-45,Pizza,Occasional,1,0.00011160714285714285
C04417,5,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C04418,7,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C04419,1,Young Professional,36-45,Burgers,Occasional,1,0.00011160714285714285
C04420,1,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C04421,10,Student,36-45,Healthy,Occasional,1,0.00011160714285714285
C04422,3,Family,26-35,South Indian,Frequent,4,0.0004464285714285714
C04423,2,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C04424,2,Working Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C04425,7,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C04426,10,Young Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C04427,2,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C04428,4,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C04429,2,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C04430,6,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C04431,8,Student,18-25,Pizza,Regular,2,0.0002232142857142857
C04432,10,Young Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C04433,4,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C04434,5,Family,18-25,Biryani,Frequent,4,0.0004464285714285714
C04435,4,Student,46-55,Chinese,Occasional,1,0.00011160714285714285
C04436,3,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04437,5,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C04438,9,Working Professional,18-25,Momos,Regular,2,0.0002232142857142857
C04439,8,Student,26-35,South Indian,Frequent,4,0.0004464285714285714
C04440,8,Working Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C04441,8,Family,18-25,Burgers,Frequent,4,0.0004464285714285714
C04442,8,Family,36-45,South Indian,Regular,2,0.0002232142857142857
C04443,7,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C04444,8,Family,36-45,Healthy,Occasional,1,0.00011160714285714285
C04445,8,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C04446,8,Working Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C04447,10,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C04448,7,Working Professional,36-45,North Indian,Regular,2,0.0002232142857142857
C04449,1,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C04450,4,Young Professional,36-45,Pizza,Regular,2,0.0002232142857142857
C04451,4,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C04452,5,Student,36-45,Chinese,Regular,2,0.0002232142857142857
C04453,10,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C04454,6,Young Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C04455,4,Family,18-25,Chinese,Frequent,4,0.0004464285714285714
C04456,2,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C04457,6,Young Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C04458,8,Young Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C04459,8,Family,36-45,Biryani,Occasional,1,0.00011160714285714285
C04460,7,Student,26-35,Desserts,Regular,2,0.0002232142857142857
C04461,6,Young Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C04462,2,Student,18-25,Momos,Regular,2,0.0002232142857142857
C04463,7,Family,26-35,Pizza,Frequent,4,0.0004464285714285714
C04464,5,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C04465,6,Family,18-25,Desserts,Regular,2,0.0002232142857142857
C04466,10,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C04467,8,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C04468,8,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C04469,3,Student,18-25,Desserts,Frequent,4,0.0004464285714285714
C04470,7,Working Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C04471,1,Family,18-25,Biryani,Frequent,4,0.0004464285714285714
C04472,1,Young Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C04473,7,Student,26-35,Desserts,Occasional,1,0.00011160714285714285
C04474,10,Student,26-35,Healthy,Occasional,1,0.00011160714285714285
C04475,9,Student,56+,Burgers,Regular,2,0.0002232142857142857
C04476,7,Student,26-35,North Indian,Occasional,1,0.00011160714285714285
C04477,10,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C04478,5,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C04479,8,Family,18-25,Desserts,Regular,2,0.0002232142857142857
C04480,2,Working Professional,46-55,North Indian,Regular,2,0.0002232142857142857
C04481,9,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C04482,6,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C04483,9,Working Professional,36-45,South Indian,Regular,2,0.0002232142857142857
C04484,2,Working Professional,18-25,Burgers,Regular,2,0.0002232142857142857
C04485,3,Student,56+,Momos,Occasional,1,0.00011160714285714285
C04486,8,Working Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C04487,1,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C04488,10,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C04489,7,Student,18-25,North Indian,Regular,2,0.0002232142857142857
C04490,7,Family,18-25,Chinese,Regular,2,0.0002232142857142857
C04491,1,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04492,9,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04493,8,Student,46-55,Biryani,Regular,2,0.0002232142857142857
C04494,4,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C04495,10,Young Professional,36-45,Burgers,Regular,2,0.0002232142857142857
C04496,5,Young Professional,36-45,Pizza,Regular,2,0.0002232142857142857
C04497,2,Young Professional,46-55,Chinese,Occasional,1,0.00011160714285714285
C04498,9,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04499,6,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C04500,3,Working Professional,36-45,Momos,Occasional,1,0.00011160714285714285
C04501,7,Student,36-45,Chinese,Regular,2,0.0002232142857142857
C04502,9,Student,46-55,Momos,Regular,2,0.0002232142857142857
C04503,3,Young Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C04504,2,Working Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C04505,7,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C04506,7,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C04507,4,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C04508,9,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C04509,8,Family,36-45,Chinese,Regular,2,0.0002232142857142857
C04510,1,Student,46-55,Cafe,Frequent,4,0.0004464285714285714
C04511,1,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C04512,5,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C04513,6,Young Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C04514,3,Young Professional,46-55,Cafe,Regular,2,0.0002232142857142857
C04515,9,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04516,10,Young Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C04517,6,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C04518,4,Student,26-35,South Indian,Frequent,4,0.0004464285714285714
C04519,7,Working Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C04520,8,Working Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C04521,9,Student,56+,Pizza,Frequent,4,0.0004464285714285714
C04522,6,Working Professional,56+,North Indian,Regular,2,0.0002232142857142857
C04523,6,Student,18-25,Desserts,Frequent,4,0.0004464285714285714
C04524,8,Working Professional,46-55,Chinese,Regular,2,0.0002232142857142857
C04525,5,Family,56+,Biryani,Regular,2,0.0002232142857142857
C04526,3,Family,46-55,South Indian,Occasional,1,0.00011160714285714285
C04527,3,Student,36-45,Burgers,Regular,2,0.0002232142857142857
C04528,6,Working Professional,36-45,Cafe,Frequent,4,0.0004464285714285714
C04529,2,Family,18-25,Cafe,Regular,2,0.0002232142857142857
C04530,6,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C04531,6,Working Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C04532,8,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C04533,7,Young Professional,56+,Pizza,Occasional,1,0.00011160714285714285
C04534,8,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C04535,9,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04536,6,Working Professional,56+,Cafe,Regular,2,0.0002232142857142857
C04537,3,Working Professional,56+,Healthy,Occasional,1,0.00011160714285714285
C04538,10,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C04539,3,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C04540,1,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C04541,5,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C04542,4,Family,18-25,South Indian,Regular,2,0.0002232142857142857
C04543,9,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C04544,9,Young Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C04545,5,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C04546,10,Young Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C04547,4,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C04548,7,Working Professional,46-55,Pizza,Regular,2,0.0002232142857142857
C04549,6,Young Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C04550,4,Young Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04551,10,Young Professional,46-55,Biryani,Frequent,4,0.0004464285714285714
C04552,2,Student,46-55,Cafe,Occasional,1,0.00011160714285714285
C04553,1,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C04554,4,Young Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C04555,4,Working Professional,36-45,Cafe,Occasional,1,0.00011160714285714285
C04556,1,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C04557,6,Student,46-55,Momos,Regular,2,0.0002232142857142857
C04558,4,Young Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04559,1,Working Professional,18-25,Momos,Frequent,4,0.0004464285714285714
C04560,1,Working Professional,26-35,Biryani,Frequent,4,0.0004464285714285714
C04561,1,Student,26-35,Biryani,Regular,2,0.0002232142857142857
C04562,8,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04563,10,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C04564,8,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C04565,2,Young Professional,36-45,South Indian,Occasional,1,0.00011160714285714285
C04566,7,Family,26-35,Chinese,Frequent,4,0.0004464285714285714
C04567,8,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C04568,8,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C04569,10,Student,56+,Biryani,Occasional,1,0.00011160714285714285
C04570,7,Working Professional,18-25,Healthy,Frequent,4,0.0004464285714285714
C04571,5,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C04572,1,Student,46-55,Healthy,Regular,2,0.0002232142857142857
C04573,9,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C04574,7,Working Professional,36-45,South Indian,Regular,2,0.0002232142857142857
C04575,2,Student,26-35,Momos,Regular,2,0.0002232142857142857
C04576,6,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04577,2,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C04578,1,Young Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C04579,7,Student,26-35,Burgers,Frequent,4,0.0004464285714285714
C04580,2,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C04581,2,Family,56+,Pizza,Frequent,4,0.0004464285714285714
C04582,5,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C04583,5,Student,26-35,Cafe,Regular,2,0.0002232142857142857
C04584,7,Student,46-55,Pizza,Regular,2,0.0002232142857142857
C04585,1,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04586,8,Student,36-45,South Indian,Frequent,4,0.0004464285714285714
C04587,3,Student,56+,Chinese,Occasional,1,0.00011160714285714285
C04588,4,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C04589,9,Student,26-35,Momos,Regular,2,0.0002232142857142857
C04590,4,Family,46-55,Cafe,Regular,2,0.0002232142857142857
C04591,10,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C04592,5,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C04593,7,Working Professional,46-55,North Indian,Regular,2,0.0002232142857142857
C04594,4,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C04595,1,Family,56+,Burgers,Occasional,1,0.00011160714285714285
C04596,9,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C04597,4,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C04598,9,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C04599,6,Young Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C04600,1,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C04601,3,Working Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C04602,2,Working Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C04603,9,Student,26-35,Pizza,Frequent,4,0.0004464285714285714
C04604,1,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C04605,9,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C04606,9,Young Professional,46-55,South Indian,Frequent,4,0.0004464285714285714
C04607,8,Young Professional,18-25,Momos,Regular,2,0.0002232142857142857
C04608,8,Working Professional,36-45,Cafe,Occasional,1,0.00011160714285714285
C04609,1,Family,46-55,North Indian,Frequent,4,0.0004464285714285714
C04610,8,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C04611,10,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C04612,3,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C04613,7,Working Professional,46-55,Healthy,Occasional,1,0.00011160714285714285
C04614,1,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C04615,1,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C04616,10,Working Professional,56+,North Indian,Occasional,1,0.00011160714285714285
C04617,5,Young Professional,56+,Cafe,Regular,2,0.0002232142857142857
C04618,5,Working Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C04619,8,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C04620,7,Family,56+,Pizza,Frequent,4,0.0004464285714285714
C04621,8,Working Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C04622,6,Family,18-25,Chinese,Regular,2,0.0002232142857142857
C04623,6,Student,18-25,North Indian,Occasional,1,0.00011160714285714285
C04624,2,Young Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C04625,6,Working Professional,46-55,Biryani,Frequent,4,0.0004464285714285714
C04626,5,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C04627,3,Family,46-55,Pizza,Occasional,1,0.00011160714285714285
C04628,6,Young Professional,36-45,Momos,Regular,2,0.0002232142857142857
C04629,8,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C04630,9,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C04631,1,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C04632,3,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C04633,3,Working Professional,26-35,Momos,Regular,2,0.0002232142857142857
C04634,8,Student,26-35,Pizza,Frequent,4,0.0004464285714285714
C04635,1,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C04636,5,Working Professional,46-55,North Indian,Frequent,4,0.0004464285714285714
C04637,3,Young Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C04638,2,Young Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C04639,8,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C04640,3,Young Professional,36-45,Momos,Regular,2,0.0002232142857142857
C04641,7,Working Professional,18-25,Chinese,Frequent,4,0.0004464285714285714
C04642,1,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
